post_id,campaign_id,platform,content_type,post_date,post_hour,day_of_week,caption_length,hashtag_count,has_emoji,reach,impressions,likes,comments,shares,saves,clicks,engagement_rate,ctr,sentiment_score,sentiment_label
351,20,Twitter,Article,2024-02-02,1,Friday,331,23,False,487069,1651786,6799,1178,886,921,119145,0.0182,0.0721,0.44,Neutral
352,20,Twitter,Article,2024-02-07,1,Wednesday,469,7,False,493379,1421880,8364,1750,1055,1173,66039,0.0226,0.0464,0.968,Positive
353,21,Twitter,Story,2024-03-14,13,Thursday,170,19,True,271599,797518,5852,987,953,627,51166,0.0287,0.0642,0.38,Positive
354,21,Twitter,Video,2024-03-16,13,Saturday,185,14,True,436103,1155953,2315,242,238,368,83925,0.0064,0.0726,-0.642,Negative
355,21,Twitter,Tweet,2024-03-26,3,Tuesday,66,3,False,374625,1217496,7086,1107,966,586,72809,0.0244,0.0598,0.268,Positive
356,21,Twitter,Post,2024-03-17,18,Sunday,466,21,True,371817,751743,7942,1761,611,1617,27545,0.0277,0.0366,-0.676,Positive
357,21,Twitter,Story,2024-03-09,6,Saturday,21,19,False,404259,1135528,4717,1009,443,346,61150,0.0153,0.0539,-0.976,Neutral
358,21,Twitter,Reel,2024-03-25,19,Monday,327,0,True,262432,630992,1043,100,91,137,27321,0.0047,0.0433,0.764,Neutral
359,21,Twitter,Tweet,2024-03-20,18,Wednesday,449,19,False,330586,806007,5765,726,809,1272,10131,0.0221,0.0126,-0.338,Positive
360,21,Twitter,Story,2024-03-06,14,Wednesday,403,18,False,58088,122025,458,72,49,95,6302,0.01,0.0516,0.863,Positive
361,21,Twitter,Reel,2024-03-23,22,Saturday,460,8,False,157916,296056,4290,723,502,618,4306,0.0349,0.0145,0.054,Negative
362,21,Twitter,Carousel,2024-03-10,22,Sunday,167,13,False,365815,585934,1728,380,160,336,9455,0.0062,0.0161,-0.481,Negative
363,21,Twitter,Story,2024-03-20,22,Wednesday,168,6,True,186521,620192,3207,607,295,727,41279,0.022,0.0666,-0.764,Neutral
364,21,Twitter,Tweet,2024-03-20,6,Wednesday,25,20,True,418717,579094,10744,2176,771,1741,19321,0.0327,0.0334,0.38,Neutral
365,21,Twitter,Carousel,2024-03-24,0,Sunday,446,5,True,36565,67230,496,42,62,96,2278,0.0164,0.0339,-0.339,Neutral
366,21,Twitter,Post,2024-03-27,14,Wednesday,421,26,False,353569,795480,3901,485,247,870,33603,0.0131,0.0422,0.856,Positive
367,21,Twitter,Article,2024-03-25,11,Monday,53,4,False,274192,498597,4952,862,305,1039,28910,0.0223,0.058,0.681,Neutral
368,21,Twitter,Article,2024-03-14,10,Thursday,383,1,False,329472,784886,2427,244,104,270,50832,0.0084,0.0648,-0.172,Neutral
369,21,Twitter,Story,2024-03-26,2,Tuesday,247,16,True,125592,250154,2525,438,145,145,9054,0.0247,0.0362,0.598,Negative
370,21,Twitter,Carousel,2024-03-08,21,Friday,87,6,True,100725,193017,1682,178,101,117,12326,0.0195,0.0639,-0.081,Negative
371,21,Twitter,Reel,2024-03-25,16,Monday,412,21,False,274859,378757,2240,588,391,510,12624,0.0117,0.0333,-0.955,Neutral
372,22,Twitter,Post,2024-10-30,3,Wednesday,27,30,True,111019,207618,759,106,72,60,3786,0.0084,0.0182,-0.587,Neutral
373,22,Twitter,Carousel,2024-10-13,14,Sunday,45,4,True,167977,294047,4733,685,215,1081,9349,0.0335,0.0318,-0.059,Negative
374,22,Twitter,Video,2024-09-19,19,Thursday,202,9,False,56536,114238,279,54,41,52,6176,0.0066,0.0541,0.635,Negative
375,22,Twitter,Tweet,2024-10-23,14,Wednesday,69,14,False,352729,1073114,2123,345,178,446,17710,0.0075,0.0165,0.369,Negative
376,22,Twitter,Tweet,2024-10-24,10,Thursday,423,27,False,245001,546183,5077,1304,379,440,19357,0.0276,0.0354,-0.093,Positive
377,22,Twitter,Video,2024-09-20,22,Friday,427,3,False,250212,343022,4102,425,260,621,17229,0.0191,0.0502,0.112,Positive
378,22,Twitter,Post,2024-10-25,6,Friday,436,22,False,159396,379137,1892,339,193,239,29638,0.0152,0.0782,0.569,Neutral
379,22,Twitter,Reel,2024-10-14,18,Monday,325,14,False,413785,794997,6690,1417,959,1454,47567,0.0219,0.0598,0.11,Neutral
380,22,Twitter,Tweet,2024-09-25,1,Wednesday,66,6,True,162499,551541,643,158,98,95,20144,0.0055,0.0365,0.775,Negative
381,22,Twitter,Post,2024-10-26,9,Saturday,311,25,False,1096,3197,19,2,2,1,132,0.021,0.0413,0.837,Neutral
382,22,Twitter,Post,2024-10-21,17,Monday,47,0,False,480785,926104,1962,580,204,213,17530,0.0057,0.0189,-0.781,Neutral
383,22,Twitter,Tweet,2024-10-29,5,Tuesday,263,4,True,17349,28878,317,41,25,50,1060,0.0221,0.0367,0.111,Neutral
384,22,Twitter,Video,2024-10-27,21,Sunday,243,4,True,219751,323087,6148,556,225,1194,3586,0.0315,0.0111,-0.726,Neutral
385,22,Twitter,Video,2024-10-28,11,Monday,135,5,False,240090,778995,5487,791,396,1174,30917,0.0278,0.0397,0.209,Negative
386,22,Twitter,Video,2024-10-11,22,Friday,208,3,False,444969,1270027,7733,1899,880,445,15675,0.0236,0.0123,0.923,Positive
387,22,Twitter,Reel,2024-09-23,7,Monday,261,20,True,383827,1095865,12031,1935,865,2742,16960,0.0386,0.0155,0.368,Negative
388,22,Twitter,Tweet,2024-10-25,10,Friday,235,11,False,304892,564049,1258,266,120,180,25882,0.0054,0.0459,-0.422,Positive
389,22,Twitter,Tweet,2024-10-20,9,Sunday,434,23,True,484846,1228758,5578,576,533,917,62015,0.0138,0.0505,-0.426,Positive
390,22,Twitter,Carousel,2024-09-23,5,Monday,485,18,True,266077,341767,4967,962,362,984,9564,0.0236,0.028,0.318,Neutral
391,22,Twitter,Story,2024-10-26,19,Saturday,498,26,True,92959,160540,1771,356,244,118,5458,0.0255,0.034,0.675,Neutral
392,23,Instagram,Reel,2024-05-13,1,Monday,105,14,False,347379,749103,17097,3746,1445,3438,41169,0.0642,0.055,-0.048,Neutral
393,23,Instagram,Video,2024-05-17,12,Friday,367,10,True,123505,248433,7418,745,1034,1746,2690,0.0745,0.0108,-0.805,Negative
394,23,Instagram,Tweet,2024-05-18,18,Saturday,220,14,True,186507,633161,9958,1744,601,693,18169,0.066,0.0287,0.469,Negative
395,23,Instagram,Reel,2024-05-13,16,Monday,73,21,False,273604,522522,13963,2640,1860,731,35645,0.0675,0.0682,-0.297,Negative
396,23,Instagram,Tweet,2024-05-14,3,Tuesday,382,30,True,133066,208034,2255,615,310,541,14246,0.0239,0.0685,-0.827,Negative
397,23,Instagram,Video,2024-05-12,21,Sunday,499,2,False,198110,530013,14728,3226,2015,1482,31109,0.1008,0.0587,0.845,Neutral
398,23,Instagram,Post,2024-05-16,1,Thursday,152,30,False,363923,1189351,21572,2391,936,2730,76591,0.0684,0.0644,-0.644,Positive
399,23,Instagram,Reel,2024-05-16,14,Thursday,386,8,True,487846,771580,22109,1939,2016,3820,31008,0.0534,0.0402,-0.93,Positive
400,23,Instagram,Post,2024-05-17,4,Friday,378,10,False,382443,650700,20623,1740,1910,3772,48999,0.0635,0.0753,0.149,Negative
401,23,Instagram,Article,2024-05-16,15,Thursday,82,18,False,251682,540245,19582,3428,1685,4715,5527,0.0981,0.0102,-0.333,Neutral
402,23,Instagram,Article,2024-05-15,9,Wednesday,351,6,True,29937,78358,1835,360,337,260,1224,0.0846,0.0156,0.109,Neutral
403,23,Instagram,Story,2024-05-13,1,Monday,118,0,True,157694,436830,12028,1499,467,2370,23717,0.0887,0.0543,-0.022,Positive
404,23,Instagram,Article,2024-05-17,23,Friday,41,12,True,338330,622038,19813,2506,2632,1212,7833,0.0737,0.0126,-0.577,Negative
405,23,Instagram,Video,2024-05-17,20,Friday,29,15,True,241318,809915,17277,3243,1009,3405,12183,0.0892,0.015,-0.515,Negative
406,23,Instagram,Article,2024-05-12,3,Sunday,78,15,True,8531,12910,174,38,16,29,283,0.0267,0.0219,-0.874,Positive
407,23,Instagram,Article,2024-05-16,6,Thursday,411,1,True,177864,542067,14815,1735,2065,1147,27275,0.1047,0.0503,-0.329,Positive
408,23,Instagram,Article,2024-05-14,20,Tuesday,333,12,True,75048,218999,2069,225,133,158,11111,0.0323,0.0507,-0.969,Neutral
409,23,Instagram,Video,2024-05-11,22,Saturday,84,6,True,4329,4836,349,53,20,72,283,0.0975,0.0585,0.28,Negative
410,24,TikTok,Article,2024-02-01,9,Thursday,198,13,True,126437,423742,8363,1112,981,1467,32425,0.0827,0.0765,0.115,Positive
411,24,TikTok,Story,2024-01-28,8,Sunday,47,6,True,278976,960876,27617,5411,2205,4841,40832,0.1263,0.0425,0.593,Negative
412,24,TikTok,Article,2024-02-01,14,Thursday,42,3,True,261841,398830,18416,4110,1536,2152,16123,0.0919,0.0404,0.85,Positive
413,24,TikTok,Tweet,2024-01-28,21,Sunday,479,10,True,412824,482903,25163,3549,2683,3367,24426,0.076,0.0506,0.558,Neutral
414,24,TikTok,Video,2024-01-29,4,Monday,130,29,False,52413,87481,3041,755,140,185,4457,0.0751,0.0509,-0.644,Neutral
415,24,TikTok,Story,2024-01-28,3,Sunday,456,14,False,240987,681407,25246,2236,961,1563,39831,0.118,0.0585,-0.164,Neutral
416,24,TikTok,Story,2024-01-29,2,Monday,230,27,False,465733,842225,24203,4762,3030,3885,42505,0.0687,0.0505,0.724,Positive
417,24,TikTok,Carousel,2024-02-03,4,Saturday,487,18,True,249244,774843,15464,2658,854,2565,25500,0.0761,0.0329,-0.164,Positive
418,24,TikTok,Video,2024-01-27,7,Saturday,62,17,True,247757,708670,17969,2560,2426,1250,41645,0.0927,0.0588,0.386,Neutral
419,24,TikTok,Carousel,2024-01-29,23,Monday,318,0,False,70579,138347,4576,295,420,649,2950,0.075,0.0213,-0.072,Positive
420,24,TikTok,Tweet,2024-02-04,10,Sunday,291,1,False,213525,329654,23991,4197,701,3046,17772,0.1353,0.0539,-0.148,Neutral
421,24,TikTok,Carousel,2024-02-04,21,Sunday,206,28,True,497026,1277358,34863,7347,4318,8243,42789,0.0936,0.0335,-0.778,Neutral
422,24,TikTok,Post,2024-02-01,7,Thursday,296,3,False,325604,390105,22077,3830,2061,1714,25025,0.0859,0.0641,0.475,Negative
423,24,TikTok,Post,2024-02-04,11,Sunday,251,15,True,110992,322722,9853,2310,996,599,12781,0.1186,0.0396,-0.06,Negative
424,24,TikTok,Reel,2024-02-04,6,Sunday,476,28,False,433736,1031794,26192,4961,3649,6238,68733,0.0802,0.0666,-0.825,Neutral
425,24,TikTok,Tweet,2024-01-29,0,Monday,170,13,True,152190,517417,5017,558,290,455,10625,0.0385,0.0205,-0.052,Neutral
426,24,TikTok,Video,2024-02-01,18,Thursday,195,20,False,387772,1026526,17685,4675,1315,3164,78345,0.0611,0.0763,-0.028,Negative
427,24,TikTok,Video,2024-02-04,11,Sunday,167,24,True,278959,870513,17792,1901,2502,1814,19170,0.0796,0.022,-0.703,Neutral
428,25,TikTok,Story,2024-03-08,5,Friday,141,3,True,325340,1079450,27154,6831,4041,4976,63147,0.1169,0.0585,0.988,Negative
429,25,TikTok,Carousel,2024-03-04,5,Monday,293,9,True,232152,400456,11486,918,779,1430,13643,0.0568,0.0341,0.841,Neutral
430,25,TikTok,Tweet,2024-04-09,9,Tuesday,262,28,False,403924,585254,26374,2231,3499,3066,45820,0.0795,0.0783,0.939,Negative
431,25,TikTok,Carousel,2024-03-06,3,Wednesday,177,0,False,420208,1032264,44632,8389,5540,3476,75367,0.1394,0.073,0.235,Positive
432,25,TikTok,Reel,2024-04-04,2,Thursday,295,27,False,188377,249025,7454,1166,406,787,18800,0.0479,0.0755,0.354,Positive
433,25,TikTok,Article,2024-04-10,13,Wednesday,209,12,False,207791,325542,12930,2738,1758,1029,11483,0.0839,0.0353,-0.976,Neutral
434,25,TikTok,Post,2024-03-26,5,Tuesday,432,23,False,162525,560070,13998,3265,1477,2949,44515,0.1153,0.0795,0.457,Neutral
435,25,TikTok,Carousel,2024-03-05,12,Tuesday,65,0,False,439048,1101673,15107,2618,2401,955,87103,0.0458,0.0791,0.278,Neutral
436,25,TikTok,Reel,2024-04-01,9,Monday,447,18,False,92694,225612,9585,840,460,1541,8285,0.1174,0.0367,-0.012,Negative
437,25,TikTok,Post,2024-04-05,13,Friday,111,15,True,118713,138231,3457,869,518,624,5954,0.0408,0.0431,-0.943,Neutral
438,25,TikTok,Article,2024-04-08,3,Monday,211,16,True,35983,91301,2248,326,141,550,5296,0.0755,0.058,0.691,Positive
439,25,TikTok,Post,2024-02-26,1,Monday,168,9,True,77617,144929,6889,845,532,1601,5705,0.1065,0.0394,0.028,Negative
440,25,TikTok,Tweet,2024-03-09,22,Saturday,372,11,True,401917,533271,39402,8155,5118,4342,30901,0.1311,0.0579,0.069,Neutral
441,25,TikTok,Carousel,2024-03-05,7,Tuesday,445,6,True,7762,11089,493,61,62,46,237,0.0794,0.0214,-0.165,Positive
442,25,TikTok,Carousel,2024-03-03,10,Sunday,108,22,False,430310,608870,13592,2678,699,3364,24924,0.0394,0.0409,-0.942,Positive
443,25,TikTok,Article,2024-03-13,3,Wednesday,59,0,False,68483,216156,2664,293,142,501,3350,0.0453,0.0155,0.515,Positive
444,25,TikTok,Reel,2024-03-11,3,Monday,420,3,True,57527,67807,5295,756,723,584,883,0.1178,0.013,0.175,Positive
445,25,TikTok,Carousel,2024-03-09,23,Saturday,333,7,True,352587,685316,16424,3141,2089,1348,23539,0.0614,0.0343,-0.802,Negative
446,26,Instagram,Carousel,2024-02-18,22,Sunday,263,11,True,114769,323413,7392,1680,272,1735,19655,0.0814,0.0608,-0.121,Positive
447,26,Instagram,Reel,2024-02-10,16,Saturday,89,15,False,438645,856048,15882,2047,817,1186,67561,0.0427,0.0789,0.409,Negative
448,26,Instagram,Carousel,2024-02-06,13,Tuesday,168,27,False,44121,83277,1043,196,80,144,6523,0.0299,0.0783,-0.622,Positive
449,26,Instagram,Reel,2024-02-17,3,Saturday,93,12,False,493349,1346800,18200,2257,646,3307,54766,0.0428,0.0407,0.39,Positive
450,26,Instagram,Video,2024-02-10,8,Saturday,411,22,False,34926,68905,937,224,87,126,1812,0.0357,0.0263,0.513,Negative
451,26,Instagram,Post,2024-02-15,15,Thursday,274,7,True,187697,420813,9829,1557,669,703,26831,0.0642,0.0638,-0.941,Negative
452,26,Instagram,Reel,2024-02-07,2,Wednesday,358,24,False,436322,551401,31441,3505,2952,5483,11409,0.0869,0.0207,0.585,Positive
453,26,Instagram,Video,2024-02-13,3,Tuesday,216,14,False,348127,798936,17403,3438,1660,3529,8977,0.0646,0.0112,0.706,Neutral
454,26,Instagram,Tweet,2024-02-17,12,Saturday,269,24,True,19864,23416,1206,127,121,92,1039,0.0732,0.0444,0.138,Neutral
455,26,Instagram,Article,2024-02-17,9,Saturday,184,1,True,250514,613612,5704,842,742,1056,22363,0.0291,0.0364,0.181,Positive
456,26,Instagram,Video,2024-02-14,11,Wednesday,48,21,True,183911,559627,11076,1708,765,2751,22368,0.0737,0.04,-0.505,Negative
457,26,Instagram,Tweet,2024-02-13,13,Tuesday,310,16,False,311657,406357,21791,1760,962,1252,19378,0.0787,0.0477,-0.467,Negative
458,26,Instagram,Story,2024-02-17,10,Saturday,274,16,False,309275,356707,12139,1487,503,2284,15761,0.0457,0.0442,-0.667,Neutral
459,26,Instagram,Post,2024-02-14,18,Wednesday,225,25,True,229584,363711,15858,1151,1762,1633,9087,0.0818,0.025,0.249,Positive
460,26,Instagram,Post,2024-02-08,16,Thursday,431,9,False,311307,594101,8309,1094,412,1498,39029,0.0315,0.0657,0.327,Neutral
461,27,Twitter,Story,2024-07-15,18,Monday,275,6,False,211921,360908,3424,511,441,524,19470,0.0206,0.0539,-0.464,Negative
462,27,Twitter,Story,2024-07-26,7,Friday,97,23,False,425114,1094504,8550,1446,951,1050,50958,0.0258,0.0466,0.688,Neutral
463,27,Twitter,Carousel,2024-07-05,7,Friday,227,7,True,451985,1397770,1839,299,281,186,77189,0.0054,0.0552,-0.7,Positive
464,27,Twitter,Story,2024-06-28,0,Friday,152,25,False,418881,1292394,5944,833,638,486,16271,0.0177,0.0126,0.317,Positive
465,27,Twitter,Video,2024-06-09,11,Sunday,363,21,True,379784,860598,1639,126,147,377,60846,0.005,0.0707,-0.206,Negative
466,27,Twitter,Post,2024-06-18,15,Tuesday,472,2,True,124753,170741,2987,391,330,705,13057,0.0297,0.0765,0.2,Neutral
467,27,Twitter,Post,2024-07-06,14,Saturday,229,8,True,437382,1094497,5909,600,439,502,21998,0.0159,0.0201,-0.019,Neutral
468,27,Twitter,Post,2024-06-15,9,Saturday,30,20,True,166931,402268,2071,280,298,300,8103,0.0159,0.0201,0.683,Negative
469,27,Twitter,Tweet,2024-06-10,3,Monday,293,27,True,363116,1198971,5961,915,736,1374,70791,0.021,0.059,0.715,Neutral
470,27,Twitter,Article,2024-06-05,5,Wednesday,488,14,False,477991,1627939,13884,1434,1699,1520,102506,0.0356,0.063,0.759,Negative
471,27,Twitter,Tweet,2024-07-14,13,Sunday,468,29,True,414829,490044,10945,2110,845,2388,19066,0.0335,0.0389,0.649,Negative
472,27,Twitter,Tweet,2024-06-30,20,Sunday,114,20,False,266465,335554,3778,550,242,764,19685,0.0172,0.0587,0.582,Positive
473,27,Twitter,Tweet,2024-06-05,4,Wednesday,453,19,False,211062,333516,2228,202,132,453,19994,0.0121,0.0599,0.585,Neutral
474,27,Twitter,Post,2024-07-18,5,Thursday,221,28,False,251801,804860,1344,266,112,89,23925,0.0068,0.0297,0.89,Negative
475,27,Twitter,Tweet,2024-06-26,5,Wednesday,45,12,False,11870,40066,307,49,40,27,3132,0.0334,0.0782,0.201,Positive
476,27,Twitter,Video,2024-06-13,3,Thursday,134,22,True,193896,292452,2429,494,394,523,21928,0.0171,0.075,-0.619,Neutral
477,28,LinkedIn,Video,2024-03-18,4,Monday,34,9,False,201316,284354,7427,1633,465,992,16322,0.0473,0.0574,-0.529,Neutral
478,28,LinkedIn,Story,2024-03-07,22,Thursday,216,22,False,194796,486788,4699,866,801,608,38070,0.0327,0.0782,0.472,Neutral
479,28,LinkedIn,Article,2024-02-27,19,Tuesday,383,23,True,50953,124162,876,109,54,161,6511,0.0204,0.0524,-0.989,Negative
480,28,LinkedIn,Carousel,2024-03-25,15,Monday,496,10,False,200721,366520,4390,1054,465,448,18558,0.0294,0.0506,-0.736,Neutral
481,28,LinkedIn,Video,2024-03-20,9,Wednesday,482,28,False,227979,328360,2887,353,504,576,22471,0.0164,0.0684,0.226,Neutral
482,28,LinkedIn,Tweet,2024-03-20,14,Wednesday,47,6,True,165107,354296,3166,435,421,742,17324,0.0244,0.0489,-0.891,Positive
483,28,LinkedIn,Tweet,2024-02-25,17,Sunday,268,14,False,247545,426900,7534,1785,1124,913,5487,0.0422,0.0129,-0.775,Negative
484,28,LinkedIn,Tweet,2024-03-02,18,Saturday,128,18,True,65830,127647,1084,247,148,176,8626,0.0225,0.0676,0.052,Negative
485,28,LinkedIn,Reel,2024-03-03,12,Sunday,211,18,True,219323,725737,4251,389,303,1046,21699,0.0225,0.0299,0.674,Positive
486,28,LinkedIn,Reel,2024-02-25,20,Sunday,338,30,False,43500,95898,1353,237,87,156,5376,0.0386,0.0561,-0.35,Negative
487,28,LinkedIn,Video,2024-03-22,2,Friday,224,8,True,68801,110582,1046,124,36,251,1653,0.0175,0.0149,-0.52,Neutral
488,28,LinkedIn,Video,2024-02-28,13,Wednesday,396,25,False,11754,36973,228,24,24,16,2062,0.0235,0.0558,0.807,Negative
489,28,LinkedIn,Video,2024-03-01,2,Friday,407,13,False,189242,510432,6592,997,915,1071,22127,0.0449,0.0433,0.228,Neutral
490,28,LinkedIn,Carousel,2024-03-25,20,Monday,351,16,True,224355,296838,7202,1069,653,1700,17796,0.0398,0.06,-0.419,Neutral
491,28,LinkedIn,Carousel,2024-02-27,1,Tuesday,302,2,True,476638,1441213,12135,1807,671,1644,39497,0.0307,0.0274,0.027,Negative
492,28,LinkedIn,Reel,2024-03-15,23,Friday,358,14,True,217541,288625,6773,761,407,1020,4538,0.0365,0.0157,0.572,Neutral
493,28,LinkedIn,Post,2024-02-26,5,Monday,128,5,True,44668,93758,1278,263,173,270,3890,0.0384,0.0415,0.494,Negative
494,29,TikTok,Tweet,2024-10-12,23,Saturday,328,23,False,56747,121501,1836,152,215,240,5128,0.0388,0.0422,-0.394,Negative
495,29,TikTok,Reel,2024-09-27,22,Friday,116,27,True,363105,986602,31382,4072,1522,2271,10824,0.1018,0.011,-0.582,Negative
496,29,TikTok,Video,2024-09-17,0,Tuesday,79,5,True,341650,574065,41268,5658,1464,3286,36671,0.1416,0.0639,0.478,Neutral
497,29,TikTok,Reel,2024-10-03,20,Thursday,453,22,False,248196,284707,15415,2139,2324,1800,10654,0.0801,0.0374,0.959,Neutral
498,29,TikTok,Tweet,2024-10-15,15,Tuesday,138,22,True,304385,770098,21817,3668,2187,3759,39562,0.0909,0.0514,0.057,Neutral
499,29,TikTok,Video,2024-10-07,22,Monday,243,0,True,166596,404464,9813,1962,414,1758,21674,0.0732,0.0536,-0.424,Positive
500,29,TikTok,Video,2024-10-02,4,Wednesday,472,9,False,181275,390006,14220,2491,1971,2745,27199,0.1031,0.0697,0.92,Negative
501,29,TikTok,Video,2024-10-11,4,Friday,108,6,True,386133,758602,34037,2847,1573,2288,44263,0.0996,0.0583,0.211,Positive
502,29,TikTok,Tweet,2024-10-18,5,Friday,109,26,True,219095,736889,14270,2643,2500,1457,25875,0.0886,0.0351,0.614,Neutral
503,29,TikTok,Carousel,2024-09-30,8,Monday,478,4,True,60752,156870,2263,302,188,134,5469,0.0453,0.0349,0.413,Neutral
504,29,TikTok,Carousel,2024-10-18,1,Friday,279,3,True,240670,820769,28272,4572,2453,1989,57525,0.1467,0.0701,0.26,Positive
505,29,TikTok,Article,2024-09-27,4,Friday,82,27,True,83330,237327,8625,1181,1061,1058,4936,0.1304,0.0208,-0.122,Neutral
506,29,TikTok,Video,2024-10-17,11,Thursday,342,21,True,404194,451003,41142,5041,2159,7942,12908,0.1196,0.0286,-0.697,Negative
507,29,TikTok,Post,2024-09-30,0,Monday,246,4,True,413727,681671,39818,5802,3617,8318,47490,0.119,0.0697,0.435,Negative
508,29,TikTok,Story,2024-09-13,18,Friday,49,20,False,45448,86893,3399,433,239,797,1094,0.0896,0.0126,-0.161,Negative
509,29,TikTok,Story,2024-10-14,22,Monday,226,14,True,291251,930987,24882,3535,3608,4281,67975,0.11,0.073,0.775,Negative
510,29,TikTok,Reel,2024-10-18,17,Friday,191,12,True,325108,866376,35045,5861,2394,3865,20629,0.1332,0.0238,0.041,Negative
511,30,YouTube,Post,2024-04-03,7,Wednesday,446,24,False,49664,115618,1158,218,42,182,8361,0.0286,0.0723,0.453,Negative
512,30,YouTube,Post,2024-03-29,18,Friday,397,0,False,384771,478605,11220,1393,388,840,26594,0.0338,0.0556,-0.322,Positive
513,30,YouTube,Article,2024-04-21,22,Sunday,313,21,True,297535,837606,15873,3050,878,2910,25918,0.0666,0.0309,0.429,Negative
514,30,YouTube,Reel,2024-04-05,2,Friday,51,13,True,56169,105981,2304,265,85,496,6339,0.0473,0.0598,-0.047,Neutral
515,30,YouTube,Video,2024-03-27,22,Wednesday,496,30,False,194616,530206,5738,1099,771,1017,26988,0.0391,0.0509,0.463,Neutral
516,30,YouTube,Video,2024-03-31,15,Sunday,36,23,True,76678,177424,2398,552,229,452,8346,0.0415,0.047,0.888,Neutral
517,30,YouTube,Post,2024-03-29,9,Friday,170,15,True,316411,995290,5145,665,520,571,18156,0.02,0.0182,0.582,Positive
518,30,YouTube,Post,2024-04-21,2,Sunday,465,1,False,222122,270269,12543,1170,1399,934,11950,0.068,0.0442,-0.038,Neutral
519,30,YouTube,Video,2024-04-20,14,Saturday,361,14,True,238174,776611,10235,1943,1090,1545,49187,0.0557,0.0633,0.733,Neutral
520,30,YouTube,Video,2024-03-28,23,Thursday,162,20,True,420331,1092629,14870,3379,1137,2737,14430,0.0461,0.0132,0.732,Negative
521,30,YouTube,Carousel,2024-03-25,18,Monday,407,1,True,300890,786003,11822,2284,1426,2849,12545,0.0516,0.016,0.501,Negative
522,30,YouTube,Carousel,2024-03-24,14,Sunday,63,25,False,64063,171676,2622,257,121,571,11687,0.0468,0.0681,-0.196,Positive
523,30,YouTube,Reel,2024-04-16,17,Tuesday,106,9,True,452922,1513319,10139,958,1138,691,55600,0.027,0.0367,-0.635,Positive
524,30,YouTube,Reel,2024-03-31,10,Sunday,92,13,False,161848,547887,5087,1435,339,557,32835,0.0424,0.0599,-0.484,Positive
525,30,YouTube,Post,2024-03-26,14,Tuesday,303,13,True,107199,179568,3416,603,361,354,13728,0.0409,0.0765,-0.032,Neutral
526,30,YouTube,Story,2024-04-23,9,Tuesday,310,13,False,123547,406835,1738,283,73,313,25796,0.0169,0.0634,-0.832,Negative
527,30,YouTube,Carousel,2024-04-17,14,Wednesday,41,0,False,107670,320739,2034,205,121,492,24595,0.0219,0.0767,0.922,Negative
